problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_and_place_simple-Tomato-None-Microwave-8/trial_T20190907_205050_993517,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r))))\n)', '(InspectObject_2 agent1 loc_bar_3_bar_9_bar_1_bar_60 fridge_5_dot_668_comma_5_dot_668_comma_8_dot_404_comma_8_dot_404_comma_0_dot_0_comma_0_dot_0 tomato_5_dot_55385304_comma_5_dot_55385304_comma_7_dot_60457228_comma_7_dot_60457228_comma_7_dot_0413766_comma_7_dot_0413766)\n(PutObject_0 agent1 loc_bar_2_bar_0_bar_1_bar_30 microwave_5_dot_688_comma_5_dot_688_comma_0_dot_092_comma_0_dot_092_comma_4_dot_6_comma_4_dot_6 tomato_5_dot_55385304_comma_5_dot_55385304_comma_7_dot_60457228_comma_7_dot_60457228_comma_7_dot_0413766_comma_7_dot_0413766)')",True,"InspectObject_2, PutObject_0","InspectObject_2, PutObject_0"
train/look_at_obj_in_light-CellPhone-None-FloorLamp-203/trial_T20190908_163933_090193,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?ot FloorLampType)\n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(objectType ?o CellPhoneType)\n\t\t(holds ?a ?o))))))\n)', '(CarryObject_0 agent1 loc_bar_3_bar_26_bar_1_bar_0 floorlamp_4_dot_44747448_comma_4_dot_44747448_comma_27_dot_22008896_comma_27_dot_22008896_comma_0_dot_02421686_comma_0_dot_02421686)\n(CarryObject_0 agent1 loc_bar__minus_1_bar_17_bar_1_bar_60 cellphone_0_dot_685327888_comma_0_dot_685327888_comma_16_dot_736_comma_16_dot_736_comma_1_dot_6976828_comma_1_dot_6976828)\n(TurnOnLight_0 floorlamp_4_dot_44747448_comma_4_dot_44747448_comma_27_dot_22008896_comma_27_dot_22008896_comma_0_dot_02421686_comma_0_dot_02421686 floorlamp_4_dot_44747448_comma_4_dot_44747448_comma_27_dot_22008896_comma_27_dot_22008896_comma_0_dot_02421686_comma_0_dot_02421686 agent1 loc_bar_3_bar_26_bar_1_bar_0)')",False,"CarryObject_0, CarryObject_0, TurnOnLight_0",
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233941_496641,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar__minus_8_bar_4_bar_2_bar_60 knife__minus_8_dot_17709256_comma__minus_8_dot_17709256_comma_2_dot_07453704_comma_2_dot_07453704_comma_3_dot_396872996_comma_3_dot_396872996)\n(CutObject_0 knife__minus_8_dot_17709256_comma__minus_8_dot_17709256_comma_2_dot_07453704_comma_2_dot_07453704_comma_3_dot_396872996_comma_3_dot_396872996 agent1 loc_bar__minus_8_bar_4_bar_2_bar_60 tomato__minus_9_dot_96669768_comma__minus_9_dot_96669768_comma_2_dot_001453876_comma_2_dot_001453876_comma_3_dot_4924948_comma_3_dot_4924948)')",True,"InspectObject_0, CutObject_0","InspectObject_0, CutObject_0"
train/pick_heat_then_place_in_recep-Mug-None-Shelf-7/trial_T20190907_022308_669309,"('(:goal\n\t(exists (?r2 - receptacle)\n(exists (?r1 - receptacle)\n(exists (?o - object)\n(exists (?l2 - agent)\n(exists (?l1 - agent)\n(exists (?a2 - location)\n(exists (?a1 - location)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r2 ShelfType)\n\t\t(inReceptacle ?o ?r1)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(atLocation ?l1 ?a1)\n\t\t(atLocation ?l2 ?a2)))))))))\n)', '(InspectObject_2 agent1 loc_bar__minus_11_bar__minus_4_bar_1_bar_45 countertop__minus_7_dot_464_comma__minus_7_dot_464_comma__minus_2_dot_456_comma__minus_2_dot_456_comma_3_dot_7904_comma_3_dot_7904 mug__minus_7_dot_84467888_comma__minus_7_dot_84467888_comma__minus_1_dot_152353048_comma__minus_1_dot_152353048_comma_3_dot_6284_comma_3_dot_6284)\n(MicrowaveObject_0 microwave_4_dot_6016_comma_4_dot_6016_comma__minus_6_dot_45_comma__minus_6_dot_45_comma_6_dot_584_comma_6_dot_584 agent1 loc_bar_5_bar__minus_3_bar_2_bar_0 mug__minus_7_dot_84467888_comma__minus_7_dot_84467888_comma__minus_1_dot_152353048_comma__minus_1_dot_152353048_comma_3_dot_6284_comma_3_dot_6284)')",False,"InspectObject_2, MicrowaveObject_0","InspectObject_2, MicrowaveObject_0"
train/pick_heat_then_place_in_recep-Cup-None-Fridge-22/trial_T20190908_072702_772430,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CupType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(CarryObject_0 agent1 loc_bar__minus_6_bar__minus_2_bar_2_bar_45 cup__minus_5_dot_6748538_comma__minus_5_dot_6748538_comma__minus_5_dot_4422388_comma__minus_5_dot_4422388_comma_3_dot_401718616_comma_3_dot_401718616)\n(MicrowaveObject_0 microwave_1_dot_132_comma_1_dot_132_comma__minus_5_dot_3248_comma__minus_5_dot_3248_comma_3_dot_6003664_comma_3_dot_6003664 agent1 loc_bar_1_bar__minus_2_bar_2_bar_45 cup__minus_5_dot_6748538_comma__minus_5_dot_6748538_comma__minus_5_dot_4422388_comma__minus_5_dot_4422388_comma_3_dot_401718616_comma_3_dot_401718616)\n(PutObject_0 agent1 loc_bar__minus_8_bar_4_bar_3_bar_60 fridge__minus_11_dot_424_comma__minus_11_dot_424_comma_3_dot_408_comma_3_dot_408_comma_0_dot_0_comma_0_dot_0 cup__minus_5_dot_6748538_comma__minus_5_dot_6748538_comma__minus_5_dot_4422388_comma__minus_5_dot_4422388_comma_3_dot_401718616_comma_3_dot_401718616)')",True,"CarryObject_0, MicrowaveObject_0, PutObject_0","CarryObject_0, MicrowaveObject_0, PutObject_0"
train/pick_and_place_simple-CreditCard-None-Desk-310/trial_T20190908_033230_602789,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CreditCardType)\n\t\t(receptacleType ?r DeskType)\n\t\t(inReceptacle ?o ?r))))\n)', '(CarryObject_0 agent1 loc_bar__minus_4_bar__minus_4_bar_2_bar_15 creditcard__minus_3_dot_8700784_comma__minus_3_dot_8700784_comma__minus_8_dot_691912_comma__minus_8_dot_691912_comma_5_dot_38954592_comma_5_dot_38954592)\n(PutObjectInReceptacle agent1 loc_bar_2_bar__minus_8_bar_3_bar_45 creditcardtype creditcard__minus_3_dot_8700784_comma__minus_3_dot_8700784_comma__minus_8_dot_691912_comma__minus_8_dot_691912_comma_5_dot_38954592_comma_5_dot_38954592 desk__minus_3_dot_849575044_comma__minus_3_dot_849575044_comma__minus_8_dot_224_comma__minus_8_dot_224_comma__minus_0_dot_008_comma__minus_0_dot_008)')",True,"CarryObject_0, PutObjectInReceptacle","CarryObject_0, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-30/trial_T20190909_050831_328612,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SpatulaType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(CarryObject_0 agent1 loc_bar_10_bar__minus_1_bar_1_bar_60 spatula_12_dot_177436_comma_12_dot_177436_comma__minus_1_dot_2013468_comma__minus_1_dot_2013468_comma_3_dot_663199424_comma_3_dot_663199424)\n(WashObject_1 sinkbasin_12_dot_28_comma_12_dot_28_comma_0_dot_4332_comma_0_dot_4332_comma_2_dot_947206_comma_2_dot_947206 agent1 loc_bar_10_bar__minus_1_bar_1_bar_60 spatula_12_dot_177436_comma_12_dot_177436_comma__minus_1_dot_2013468_comma__minus_1_dot_2013468_comma_3_dot_663199424_comma_3_dot_663199424)')",False,"CarryObject_0, WashObject_1","CarryObject_0, WashObject_1"
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(exists (?l - location)\n(and \n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)\n\t\t(objectAtLocation ?o ?l)))))\n)', '(CarryObject_0 agent1 loc_bar_1_bar_9_bar_1_bar_45 butterknife_4_dot_09999228_comma_4_dot_09999228_comma_9_dot_14031316_comma_9_dot_14031316_comma_3_dot_2925684_comma_3_dot_2925684)\n(CarryObject_0 agent1 loc_bar__minus_8_bar_9_bar_3_bar_45 lettuce__minus_10_dot_31199836_comma__minus_10_dot_31199836_comma_9_dot_111316_comma_9_dot_111316_comma_4_dot_28502272_comma_4_dot_28502272)\n(SliceObject_1 butterknife_4_dot_09999228_comma_4_dot_09999228_comma_9_dot_14031316_comma_9_dot_14031316_comma_3_dot_2925684_comma_3_dot_2925684 agent1 loc_bar__minus_8_bar_9_bar_3_bar_45 lettuce__minus_10_dot_31199836_comma__minus_10_dot_31199836_comma_9_dot_111316_comma_9_dot_111316_comma_4_dot_28502272_comma_4_dot_28502272)\n(PutObject_0 agent1 loc_bar_0_bar_5_bar_1_bar_45 countertop_3_dot_4584_comma_3_dot_4584_comma_3_dot_936_comma_3_dot_936_comma_3_dot_4344_comma_3_dot_4344 lettuce__minus_10_dot_31199836_comma__minus_10_dot_31199836_comma_9_dot_111316_comma_9_dot_111316_comma_4_dot_28502272_comma_4_dot_28502272)')",False,"CarryObject_0, CarryObject_0, SliceObject_1, PutObject_0",CarryObject_0
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220204_504890,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(exists (?l - location)\n(and \n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)\n\t\t(objectAtLocation ?o ?l)\n\t\t(receptacleAtLocation ?r ?l)))))\n)', '(InspectObject_2 agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 diningtable__minus_3_dot_5_comma__minus_3_dot_5_comma_5_dot_296_comma_5_dot_296_comma_0_dot_024_comma_0_dot_024 butterknife__minus_3_dot_156599044_comma__minus_3_dot_156599044_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_602651356_comma_3_dot_602651356)\n(InspectObject_2 agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 diningtable__minus_3_dot_5_comma__minus_3_dot_5_comma_5_dot_296_comma_5_dot_296_comma_0_dot_024_comma_0_dot_024 lettuce__minus_2_dot_3228904_comma__minus_2_dot_3228904_comma_5_dot_4332_comma_5_dot_4332_comma_3_dot_8264_comma_3_dot_8264)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 lettucetype lettuce__minus_2_dot_3228904_comma__minus_2_dot_3228904_comma_5_dot_4332_comma_5_dot_4332_comma_3_dot_8264_comma_3_dot_8264 diningtable__minus_3_dot_5_comma__minus_3_dot_5_comma_5_dot_296_comma_5_dot_296_comma_0_dot_024_comma_0_dot_024)\n(SliceObject_1 butterknife__minus_3_dot_156599044_comma__minus_3_dot_156599044_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_602651356_comma_3_dot_602651356 agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 lettuce__minus_2_dot_3228904_comma__minus_2_dot_3228904_comma_5_dot_4332_comma_5_dot_4332_comma_3_dot_8264_comma_3_dot_8264)')",True,"InspectObject_2, InspectObject_2, PutObjectInReceptacle, SliceObject_1","InspectObject_2, InspectObject_2, PutObjectInReceptacle, SliceObject_1"
train/pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220808_492885,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(InspectObject_0 agent1 loc_bar_6_bar__minus_2_bar_1_bar_60 apple_7_dot_94737244_comma_7_dot_94737244_comma__minus_2_dot_2035008_comma__minus_2_dot_2035008_comma_1_dot_55457616_comma_1_dot_55457616)\n(WashObject_1 sinkbasin_3_dot_616_comma_3_dot_616_comma_10_dot_56_comma_10_dot_56_comma_3_dot_1394172_comma_3_dot_1394172 agent1 loc_bar_4_bar_8_bar_0_bar_60 apple_7_dot_94737244_comma_7_dot_94737244_comma__minus_2_dot_2035008_comma__minus_2_dot_2035008_comma_1_dot_55457616_comma_1_dot_55457616)')",False,"InspectObject_0, WashObject_1","InspectObject_0, WashObject_1"
train/pick_clean_then_place_in_recep-Tomato-None-CounterTop-14/trial_T20190909_012732_375728,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(CarryObject_0 agent1 loc_bar_4_bar_1_bar_1_bar_45 tomato_7_dot_048332_comma_7_dot_048332_comma_2_dot_0758952_comma_2_dot_0758952_comma_3_dot_8978212_comma_3_dot_8978212)\n(WashObject_1 sinkbasin_4_dot_3652_comma_4_dot_3652_comma__minus_6_dot_398_comma__minus_6_dot_398_comma_2_dot_964_comma_2_dot_964 agent1 loc_bar_4_bar__minus_3_bar_2_bar_45 tomato_7_dot_048332_comma_7_dot_048332_comma_2_dot_0758952_comma_2_dot_0758952_comma_3_dot_8978212_comma_3_dot_8978212)')",False,"CarryObject_0, WashObject_1","CarryObject_0, WashObject_1"
train/pick_and_place_simple-TomatoSliced-None-SideTable-3/trial_T20190908_091633_587949,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(exists (?l - location)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(inReceptacle ?o ?r)\n\t\t(receptacleAtLocation ?r ?l)\n\t\t(receptacleType ?r FridgeType)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)))))\n)', '(CarryObject_0 agent1 loc_bar__minus_4_bar__minus_4_bar_3_bar_30 knife__minus_7_dot_30609704_comma__minus_7_dot_30609704_comma__minus_3_dot_9220724_comma__minus_3_dot_9220724_comma_5_dot_43474628_comma_5_dot_43474628)\n(CutObject_0 knife__minus_7_dot_30609704_comma__minus_7_dot_30609704_comma__minus_3_dot_9220724_comma__minus_3_dot_9220724_comma_5_dot_43474628_comma_5_dot_43474628 agent1 loc_bar_1_bar_7_bar_1_bar_30 tomato_3_dot_2746244_comma_3_dot_2746244_comma_6_dot_65152_comma_6_dot_65152_comma_6_dot_23376132_comma_6_dot_23376132)')",False,"CarryObject_0, CutObject_0",CarryObject_0
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(HeatObject_2 agent1 loc_bar__minus_5_bar_0_bar_2_bar_45 egg__minus_5_dot_982252_comma__minus_5_dot_982252_comma__minus_1_dot_5699552_comma__minus_1_dot_5699552_comma_4_dot_948952_comma_4_dot_948952)')",False,HeatObject_2,
train/look_at_obj_in_light-AlarmClock-None-DeskLamp-304/trial_T20190907_170615_242578,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?ot DeskLampType)\n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(objectType ?o AlarmClockType)\n\t\t(holds ?a ?o))))))\n)', '(CarryObject_0 agent1 loc_bar_0_bar__minus_4_bar_2_bar_15 desklamp__minus_1_dot_391884564_comma__minus_1_dot_391884564_comma__minus_6_dot_24349784_comma__minus_6_dot_24349784_comma_6_dot_11828328_comma_6_dot_11828328)\n(CarryObject_0 agent1 loc_bar__minus_6_bar__minus_3_bar_2_bar_15 alarmclock__minus_5_dot_52867748_comma__minus_5_dot_52867748_comma__minus_6_dot_52857876_comma__minus_6_dot_52857876_comma_6_dot_1482868_comma_6_dot_1482868)\n(TurnOnLight_0 desklamp__minus_1_dot_391884564_comma__minus_1_dot_391884564_comma__minus_6_dot_24349784_comma__minus_6_dot_24349784_comma_6_dot_11828328_comma_6_dot_11828328 desklamp__minus_1_dot_391884564_comma__minus_1_dot_391884564_comma__minus_6_dot_24349784_comma__minus_6_dot_24349784_comma_6_dot_11828328_comma_6_dot_11828328 agent1 loc_bar_0_bar__minus_4_bar_2_bar_15)')",False,"CarryObject_0, CarryObject_0, TurnOnLight_0",
